200,220,120,65479,185,121
201,221,122,65479,184,121
201,223,120,65479,188,123
202,221,121,65479,185,120
200,223,120,65479,188,124
203,223,120,65479,188,121
199,223,120,65479,188,125
203,221,121,65479,185,119
199,222,122,65479,186,124
201,220,123,65479,183,119
199,221,121,65479,185,123
197,223,119,65479,188,127
201,223,125,65479,185,123
202,223,124,65479,185,122
200,220,121,65479,184,121
200,223,124,65479,185,124
200,223,121,65479,187,124
200,220,120,65479,185,121
200,224,123,70,187,125
203,223,123,71,187,124
