156,47,190,241,162,45,194,252,15,45,8,39,8,38,21,58
156,47,190,241,155,46,195,244,15,45,11,45,11,46,25,63
156,47,190,241,169,46,193,255,15,45,10,33,10,33,23,54
156,47,190,241,159,47,194,244,15,45,14,43,13,43,28,60
156,47,190,241,169,46,196,263,15,45,1,32,2,30,14,54
156,47,190,241,156,43,191,242,15,45,14,44,14,44,28,62
156,47,190,241,163,46,189,253,15,45,8,37,10,36,21,58
156,47,190,241,158,46,196,245,15,45,12,43,11,44,26,61
156,47,190,241,157,47,195,246,15,45,10,44,10,44,25,61
156,47,190,241,153,44,191,244,15,45,11,46,11,45,24,64
156,47,190,241,155,44,192,243,15,45,12,45,13,45,27,63
156,47,190,241,156,48,194,247,15,45,9,45,9,44,23,62
156,47,190,241,162,47,194,262,15,45,-2,37,0,34,10,58
156,47,190,241,156,45,193,245,15,45,11,44,11,44,25,62
156,47,190,241,164,45,192,256,15,45,5,36,7,35,18,57
156,47,190,241,159,47,195,245,15,45,13,42,12,43,27,60
156,47,190,241,169,46,197,259,15,45,5,33,5,32,18,54
156,47,190,241,164,49,195,252,15,45,9,38,9,38,23,57
156,47,190,241,154,45,191,245,15,45,10,45,11,44,24,63
156,47,190,241,160,43,195,256,15,45,2,39,3,37,16,59
