215,190,79,127,218,195,79,126,175,75,179,76,179,76,171,79
215,190,79,127,218,193,79,124,175,75,179,77,179,75,171,80
215,190,79,127,218,198,77,125,175,75,181,76,181,78,173,79
215,190,79,127,219,198,81,128,175,75,180,76,180,77,172,78
215,190,79,127,218,191,78,125,175,75,178,76,178,74,171,79
215,190,79,127,222,197,84,127,175,75,182,77,182,75,173,80
215,190,79,127,216,195,76,124,175,75,179,76,179,78,171,79
215,190,79,127,218,193,79,125,175,75,179,76,179,75,171,79
215,190,79,127,216,191,78,123,175,75,178,77,178,76,170,80
215,190,79,127,219,200,77,128,175,75,181,74,181,78,173,77
215,190,79,127,218,195,81,124,175,75,180,78,180,77,172,81
215,190,79,127,218,194,78,126,175,75,179,75,179,75,171,79
215,190,79,127,217,192,79,124,175,75,178,77,178,75,170,80
215,190,79,127,219,200,80,127,175,75,181,76,181,79,173,79
215,190,79,127,219,194,78,128,175,75,179,74,179,74,171,77
215,190,79,127,215,191,75,124,175,75,177,76,177,76,169,79
215,190,79,127,220,195,79,124,175,75,181,77,182,75,173,80
215,190,79,127,217,196,79,124,175,75,180,77,180,78,172,80
215,190,79,127,219,194,78,126,175,75,180,75,180,75,172,79
215,190,79,127,219,194,76,125,175,75,180,75,180,75,172,79
