45,200,249,155,52,199,248,158,45,195,45,192,45,192,48,181
45,200,249,155,50,216,257,162,45,195,50,206,44,207,54,196
45,200,249,155,51,202,251,158,45,195,44,195,44,195,48,184
45,200,249,155,53,218,262,-42,45,195,47,212,84,230,50,199
45,200,249,155,48,201,248,158,45,195,47,194,45,194,50,183
45,200,249,155,50,202,250,160,45,195,45,195,43,195,49,184
45,200,249,155,48,198,248,158,45,195,44,192,44,192,48,181
45,200,249,155,49,200,249,157,45,195,45,194,45,194,48,182
45,200,249,155,50,230,256,160,45,195,66,213,51,217,70,203
45,200,249,155,49,202,251,157,45,195,44,196,44,196,48,184
45,200,249,155,50,205,252,160,45,195,46,198,44,197,49,187
45,200,249,155,49,199,251,158,45,195,42,193,43,194,45,181
45,200,249,155,49,219,258,173,45,195,50,204,39,206,56,195
45,200,249,155,51,202,253,160,45,195,42,196,42,196,45,184
45,200,249,155,51,201,250,158,45,195,45,194,44,194,48,183
45,200,249,155,57,205,251,160,45,195,47,196,45,196,51,186
45,200,249,155,52,217,254,158,45,195,55,206,48,207,59,196
45,200,249,155,49,201,248,162,45,195,46,193,43,193,50,183
45,200,249,155,55,221,260,173,45,195,50,206,40,208,55,196
45,200,249,155,54,198,248,164,45,195,44,189,41,189,48,179
