193,242,151,65479,189,153
193,242,160,65479,182,153
188,239,150,65479,186,154
191,239,156,65479,181,151
188,240,154,65479,184,155
187,238,155,65479,181,154
189,238,154,65479,182,152
189,240,153,65479,185,154
191,240,161,65479,179,152
190,241,156,65479,184,154
191,241,151,65479,188,154
187,236,152,65479,181,151
188,238,152,65479,183,153
191,238,151,65479,184,150
191,240,152,65479,186,152
190,241,151,65479,188,154
189,240,151,65479,186,154
189,241,150,65479,188,155
190,238,149,65479,186,151
190,238,152,65479,183,151
