146,85,159,198,1000,1000,1000,1000,55,65,1000,1000,1000,1000,55,66,1
146,85,159,198,1000,1000,1000,195,55,65,1000,1000,1000,1000,55,66,2
146,85,159,198,1000,1000,157,1000,55,65,1000,1000,1000,1000,55,66,3
146,85,159,198,1000,1000,157,195,55,65,58,67,1000,1000,55,66,4
146,85,159,198,1000,82,1000,1000,55,65,1000,1000,1000,1000,55,66,5
146,85,159,198,1000,82,1000,195,55,65,1000,1000,1000,1000,55,66,6
146,85,159,198,1000,82,157,1000,55,65,55,61,1000,1000,55,66,7
146,85,159,198,1000,82,157,195,55,65,55,67,1000,1000,55,66,8
146,85,159,198,142,1000,1000,1000,55,65,1000,1000,1000,1000,55,66,9
146,85,159,198,142,1000,1000,195,55,65,55,69,1000,1000,55,66,10
146,85,159,198,142,1000,157,1000,55,65,1000,1000,1000,1000,55,66,11
146,85,159,198,142,1000,157,195,55,65,55,67,1000,1000,55,66,12
146,85,159,198,142,82,1000,1000,55,65,56,66,1000,1000,55,66,13
146,85,159,198,142,82,1000,195,55,65,55,66,1000,1000,55,66,14
146,85,159,198,142,82,157,1000,55,65,55,66,1000,1000,55,66,15
146,85,159,198,142,82,157,195,55,65,55,66,55,66,55,66,16
146,85,159,198,1000,1000,1000,1000,55,65,1000,1000,1000,1000,51,67,1
146,85,159,198,1000,1000,1000,194,55,65,1000,1000,1000,1000,51,67,2
146,85,159,198,1000,1000,164,1000,55,65,1000,1000,1000,1000,51,67,3
146,85,159,198,1000,1000,164,194,55,65,53,73,1000,1000,51,67,4
146,85,159,198,1000,76,1000,1000,55,65,1000,1000,1000,1000,51,67,5
146,85,159,198,1000,76,1000,194,55,65,1000,1000,1000,1000,51,67,6
146,85,159,198,1000,76,164,1000,55,65,47,60,1000,1000,51,67,7
146,85,159,198,1000,76,164,194,55,65,47,73,1000,1000,51,67,8
146,85,159,198,138,1000,1000,1000,55,65,1000,1000,1000,1000,51,67,9
146,85,159,198,138,1000,1000,194,55,65,54,73,1000,1000,51,67,10
146,85,159,198,138,1000,164,1000,55,65,1000,1000,1000,1000,51,67,11
146,85,159,198,138,1000,164,194,55,65,54,73,1000,1000,51,67,12
146,85,159,198,138,76,1000,1000,55,65,46,67,1000,1000,51,67,13
146,85,159,198,138,76,1000,194,55,65,54,67,1000,1000,51,67,14
146,85,159,198,138,76,164,1000,55,65,47,67,1000,1000,51,67,15
146,85,159,198,138,76,164,194,55,65,52,68,51,69,51,67,16
146,85,159,198,1000,1000,1000,1000,55,65,1000,1000,1000,1000,55,65,1
146,85,159,198,1000,1000,1000,194,55,65,1000,1000,1000,1000,55,65,2
146,85,159,198,1000,1000,154,1000,55,65,1000,1000,1000,1000,55,65,3
146,85,159,198,1000,1000,154,194,55,65,60,65,1000,1000,55,65,4
146,85,159,198,1000,77,1000,1000,55,65,1000,1000,1000,1000,55,65,5
146,85,159,198,1000,77,1000,194,55,65,1000,1000,1000,1000,55,65,6
146,85,159,198,1000,77,154,1000,55,65,56,53,1000,1000,55,65,7
146,85,159,198,1000,77,154,194,55,65,56,65,1000,1000,55,65,8
146,85,159,198,141,1000,1000,1000,55,65,1000,1000,1000,1000,55,65,9
