183,229,146,65479,177,147
188,226,147,65479,173,139
179,225,143,65479,175,146
182,227,143,65479,177,146
180,224,145,65479,172,144
177,225,144,65479,174,148
189,227,145,65479,176,139
181,227,145,65479,176,146
181,226,142,65479,177,145
186,225,144,65479,174,140
179,226,143,65479,176,147
182,226,143,65479,176,144
181,227,144,65479,176,146
180,227,144,65479,176,147
178,225,146,65479,173,147
179,224,146,65479,172,145
179,224,145,65479,172,145
181,229,146,65479,177,149
183,229,145,65479,178,147
179,225,144,65479,174,146
