16,196,269,185,15,265,275,188,15,195,84,201,37,250,87,194
16,196,269,185,14,195,269,188,15,195,14,194,13,194,19,186
16,196,269,185,15,274,-42,188,15,195,12,287,103,197,17,187
16,196,269,185,15,195,271,188,15,195,11,195,12,195,17,189
16,196,269,185,15,197,273,188,15,195,11,196,12,197,16,191
16,196,269,185,15,269,277,188,15,195,87,204,38,255,89,196
16,196,269,185,14,197,269,184,15,195,16,197,16,196,21,189
16,196,269,185,15,196,274,189,15,195,8,195,10,196,14,192
16,196,269,185,14,192,268,186,15,195,13,192,14,192,18,186
16,196,269,185,15,196,271,188,15,195,12,195,12,195,18,189
16,196,269,185,14,264,273,188,15,195,86,198,37,248,88,191
16,196,269,185,16,197,274,188,15,195,9,196,11,197,15,192
16,196,269,185,15,199,270,188,15,195,17,198,14,197,22,187
16,196,269,185,15,195,270,188,15,195,13,194,12,194,18,187
16,196,269,185,13,264,273,188,15,195,86,198,37,249,88,191
16,196,269,185,14,196,269,187,15,195,15,195,14,195,20,187
16,196,269,185,15,201,270,186,15,195,19,199,16,199,23,189
16,196,269,185,15,269,276,188,15,195,88,203,38,254,90,195
16,196,269,185,14,198,270,186,15,195,16,197,15,197,21,189
16,196,269,185,13,266,271,189,15,195,91,195,39,249,93,188
