147,153,1000,141,103,103
146,155,149,142,102,104
149,154,151,143,102,103
149,158,161,141,100,108
1000,1000,1000,1000,101,106
1000,1000,1000,1000,101,106
1000,1000,1000,1000,101,106
1000,1000,1000,1000,101,106
1000,1000,1000,1000,101,106
1000,1000,1000,1000,101,106
147,153,150,140,102,104
145,151,160,140,97,106
149,156,153,140,103,105
1000,1000,1000,1000,102,103
1000,1000,1000,1000,102,103
1000,1000,1000,1000,102,103
1000,1000,1000,1000,102,103
1000,1000,1000,1000,102,103
1000,1000,1000,1000,102,103
1000,1000,1000,1000,102,103
