130,207,181,83,132,222,199,76,125,165,125,183,127,181,122,174
130,207,181,83,134,220,181,79,125,165,137,169,133,173,136,158
130,207,181,83,134,228,264,79,125,165,66,185,105,210,58,178
130,207,181,83,136,215,181,77,125,165,133,168,132,169,131,160
130,207,181,83,134,221,196,79,125,165,127,179,128,178,124,171
130,207,181,83,134,216,184,78,125,165,132,170,130,171,129,162
130,207,181,83,132,221,195,80,125,165,127,179,127,179,125,170
130,207,181,83,132,217,180,76,125,165,136,168,132,172,133,158
130,207,181,83,135,223,196,80,125,165,129,180,129,179,126,171
130,207,181,83,136,222,179,76,125,165,141,167,136,173,139,158
130,207,181,83,133,221,199,78,125,165,124,181,127,180,121,173
130,207,181,83,132,217,179,78,125,165,136,167,131,171,134,157
130,207,181,83,133,225,196,79,125,165,130,181,129,182,128,172
130,207,181,83,132,219,182,77,125,165,136,170,132,174,134,160
130,207,181,83,132,220,192,75,125,165,129,178,129,178,126,169
130,207,181,83,136,215,183,78,125,165,132,169,131,169,129,161
130,207,181,83,133,219,196,77,125,165,125,179,128,178,122,171
130,207,181,83,138,219,181,78,125,165,137,168,134,170,135,159
130,207,181,83,133,227,203,79,125,165,126,186,128,186,124,177
130,207,181,83,133,218,183,77,125,165,134,171,131,173,132,161
