176,255,187,29,174,255,187,20,175,185,175,186,175,187,175,186
176,255,187,29,65479,254,185,17,175,185,176,185,7145957,-7145596,175,184
176,255,187,29,176,258,185,21,175,185,181,184,178,187,180,184
176,255,187,29,260,258,185,18,175,185,181,144,239,127,181,144
176,255,187,29,178,257,187,20,175,185,178,186,178,186,177,186
176,255,187,29,172,253,186,17,175,185,174,186,173,186,173,185
176,255,187,29,174,255,184,17,175,185,178,184,176,186,177,183
176,255,187,29,179,257,186,20,175,185,179,185,179,185,178,185
176,255,187,29,174,255,183,19,175,185,179,183,176,186,178,182
176,255,187,29,177,256,186,18,175,185,177,186,177,186,177,185
176,255,187,29,174,253,184,18,175,185,175,184,175,184,175,183
176,255,187,29,174,256,182,17,175,185,181,182,177,186,180,182
176,255,187,29,178,255,189,21,175,185,173,187,176,185,173,187
176,255,187,29,65479,65479,65479,65479,175,185,173,187,100,100,176,148
176,255,187,29,175,255,184,18,175,185,178,184,176,185,177,183
176,255,187,29,174,257,183,19,175,185,181,183,177,187,181,182
176,255,187,29,176,258,186,19,175,185,180,186,178,188,179,185
176,255,187,29,171,253,184,17,175,185,175,184,173,186,175,183
176,255,187,29,174,257,182,19,175,185,182,182,177,187,182,181
176,255,187,29,173,257,183,18,175,185,181,183,176,188,181,182
