233,169,49,169,237,173,50,180,165,35,161,27,162,31,150,46
233,169,49,169,237,173,54,238,165,35,110,-21,122,11,99,65533
233,169,49,169,234,170,52,173,165,35,163,33,163,34,151,51
233,169,49,169,236,169,50,170,165,35,167,34,166,33,156,53
233,169,49,169,236,170,46,172,165,35,166,32,166,32,154,52
233,169,49,169,235,169,47,170,165,35,166,33,166,33,155,53
233,169,49,169,237,171,51,173,165,35,166,32,166,32,154,51
233,169,49,169,236,236,53,171,165,35,179,34,188,78,161,53
233,169,49,169,236,172,48,169,165,35,168,34,168,35,156,54
233,169,49,169,234,168,47,173,165,35,163,31,163,33,151,51
233,169,49,169,1000,1000,1000,1000,165,35,163,31,100,100,154,52
233,169,49,169,235,169,55,167,165,35,167,37,167,35,157,56
233,169,49,169,236,168,47,167,165,35,169,35,168,33,158,55
233,169,49,169,235,235,47,169,165,35,178,34,189,78,160,54
233,169,49,169,233,167,46,169,165,35,164,34,164,34,153,54
233,169,49,169,237,174,55,177,165,35,163,30,164,33,152,49
233,169,49,169,236,171,48,172,165,35,166,32,166,33,154,52
233,169,49,169,236,174,52,169,165,35,168,36,168,36,156,54
233,169,49,169,237,172,51,170,165,35,168,34,168,34,157,53
233,169,49,169,237,238,58,171,165,35,182,36,189,79,163,54
