101,108,122,123,89,101
1000,1000,1000,1000,88,101
1000,1000,1000,1000,88,101
1000,1000,1000,1000,88,101
1000,1000,1000,1000,88,101
1000,1000,1000,1000,88,101
1000,1000,1000,1000,88,101
1000,1000,1000,1000,88,101
1000,1000,1000,1000,88,101
1000,1000,1000,1000,88,101
101,123,123,108,98,110
1000,1000,1000,1000,98,110
1000,1000,1000,1000,98,110
1000,1000,1000,1000,98,110
103,108,118,110,95,103
103,109,132,117,88,103
102,119,119,106,99,108
99,108,118,107,94,105
102,109,121,112,93,104
102,118,119,106,98,108
