151,189,144,65479,137,132
140,184,142,65479,134,135
150,200,144,65479,148,143
139,187,144,65479,135,139
151,195,144,65479,143,138
141,184,143,65479,133,134
146,191,142,65479,140,137
186,186,144,65479,134,100
150,195,145,65479,142,138
136,183,142,65479,133,137
150,191,146,65479,137,134
143,187,146,65479,134,136
150,198,143,65479,146,141
140,185,144,65479,133,136
150,195,143,65479,143,138
139,184,144,65479,132,136
151,193,145,65479,140,136
143,186,144,65479,134,135
147,190,142,65479,139,136
137,185,142,65479,135,138
