128,208,164,65479,140,167
142,205,164,65479,137,154
128,204,163,65479,137,163
142,207,161,65479,142,156
127,205,161,65479,140,164
143,202,163,65479,135,150
127,201,161,65479,136,160
141,204,160,65479,140,154
128,200,160,65479,136,159
153,204,163,65479,137,145
129,203,161,65479,138,161
143,206,162,65479,140,154
128,202,162,65479,136,161
141,203,164,65479,135,153
132,202,165,65479,133,158
139,202,162,65479,136,153
128,203,160,65479,139,162
140,203,163,65479,136,154
132,204,161,65479,139,160
148,203,160,65479,139,148
