188,214,125,65479,175,126
190,216,123,65479,178,126
190,216,123,65479,178,126
188,216,123,65479,178,128
189,215,126,65479,175,126
186,212,123,65479,174,125
190,213,124,65479,174,123
189,214,123,65479,176,125
188,216,123,65479,178,128
193,213,124,65479,174,120
188,213,123,65479,175,125
187,214,124,65479,176,127
189,214,121,65479,177,125
189,217,123,65479,179,128
190,218,124,65479,180,128
189,215,122,65479,178,126
189,215,123,65479,177,126
188,211,122,65479,174,122
187,213,121,65479,176,126
186,213,120,65479,177,126
