268,216,180,65479,135,37
143,219,181,65479,138,168
269,218,182,65479,136,37
140,217,181,65479,135,168
132,220,182,65479,138,177
148,219,181,65479,138,165
133,217,181,65479,135,173
145,218,181,65479,136,166
127,219,181,65479,138,179
260,221,182,65479,139,53
136,216,180,65479,135,170
146,219,181,65479,138,166
132,216,181,65479,134,173
144,219,183,65479,136,168
127,218,183,65479,135,178
147,221,182,65479,139,168
129,220,182,65479,138,179
148,221,183,65479,138,167
127,218,181,65479,136,178
141,219,180,65479,138,170
