144,212,173,65479,137,160
128,210,173,65479,135,169
125,208,171,65479,135,169
136,210,170,65479,138,164
127,207,170,65479,134,166
136,209,169,65479,137,162
130,209,172,65479,135,166
140,211,174,65479,135,162
128,209,172,65479,135,168
143,210,173,65479,135,159
127,211,173,65479,136,170
142,209,173,65479,134,158
125,206,172,65479,132,167
145,211,174,65479,135,158
130,208,170,65479,135,165
141,212,173,65479,137,162
130,210,173,65479,135,168
142,211,174,65479,135,160
128,209,173,65479,134,168
141,211,172,65479,137,161
