114,120,1000,108,103,103
113,122,116,109,102,104
116,121,118,110,102,103
116,125,128,108,100,108
1000,1000,1000,1000,101,106
1000,1000,1000,1000,101,106
1000,1000,1000,1000,101,106
1000,1000,1000,1000,101,106
1000,1000,1000,1000,101,106
1000,1000,1000,1000,101,106
114,120,117,107,102,104
112,118,127,107,97,106
116,123,120,107,103,105
1000,1000,1000,1000,102,103
1000,1000,1000,1000,102,103
1000,1000,1000,1000,102,103
1000,1000,1000,1000,102,103
1000,1000,1000,1000,102,103
1000,1000,1000,1000,102,103
1000,1000,1000,1000,102,103
