143,196,151,65479,139,144
131,193,153,65479,134,150
147,201,154,65479,141,146
133,194,151,65479,137,149
147,197,153,65479,138,143
131,196,153,65479,137,153
143,196,150,65479,139,144
132,193,150,65479,136,149
145,200,154,65479,140,147
135,194,153,65479,135,148
144,198,151,65479,141,146
132,191,153,65479,132,147
145,198,152,65479,140,145
133,193,152,65479,135,148
156,195,151,65479,138,134
133,191,152,65479,133,146
146,196,153,65479,137,142
132,195,154,65479,135,151
148,201,152,65479,143,146
132,193,153,65479,134,149
