189,221,135,65479,176,132
65479,65479,65479,65479,146,133
183,220,131,65479,178,137
188,221,137,65479,175,133
184,219,164,65479,152,135
186,223,136,65479,178,137
190,221,134,65479,177,131
184,220,134,65479,176,136
183,221,135,65479,176,138
183,219,131,65479,177,136
182,218,132,65479,175,136
182,220,133,65479,176,138
186,221,136,65479,175,135
183,218,132,65479,175,135
186,222,137,65479,176,136
186,219,134,65479,175,133
187,221,135,65479,176,134
182,219,135,65479,174,137
185,218,135,65479,173,133
189,223,136,65479,178,135
